# f[Hz], H(x1/x0), H(xpl/x0)
2.597045898437500000e+00 2.725971676337163307e-02 1.216200599291498157e-08
2.600097656250000000e+00 2.719502119545212648e-02 1.197288026979800361e-08
2.603149414062500000e+00 2.713055242982019555e-02 1.178696792999719831e-08
2.606201171875000000e+00 2.706630945113304779e-02 1.160420967549209253e-08
2.609252929687500000e+00 2.700229124911630169e-02 1.142454739061866447e-08
2.612304687500000000e+00 2.693849681854359329e-02 1.124792411671013181e-08
2.615356445312500000e+00 2.687492515921597117e-02 1.107428402732017418e-08
2.618408203125000000e+00 2.681157527594125664e-02 1.090357240401474318e-08
2.621459960937500000e+00 2.674844617851332776e-02 1.073573561271846547e-08
2.624511718750000000e+00 2.668553688169121585e-02 1.057072108060193264e-08
2.627563476562500000e+00 2.662284640517827844e-02 1.040847727349676714e-08
2.630615234375000000e+00 2.656037377360109808e-02 1.024895367382577348e-08
2.633666992187500000e+00 2.649811801648849566e-02 1.009210075903518977e-08
2.636718750000000000e+00 2.643607816825032861e-02 9.937869980517296881e-09
2.639770507812500000e+00 2.637425326815628912e-02 9.786213743011250489e-09
2.642822265625000000e+00 2.631264236031471970e-02 9.637085384470530663e-09
2.645874023437500000e+00 2.625124449365122403e-02 9.490439156385986007e-09
2.648925781250000000e+00 2.619005872188732639e-02 9.346230204553057232e-09
2.651977539062500000e+00 2.612908410351908600e-02 9.204414550272890053e-09
2.655029296875000000e+00 2.606831970179566971e-02 9.064949071976592331e-09
2.658081054687500000e+00 2.600776458469783448e-02 8.927791487262500832e-09
2.661132812500000000e+00 2.594741782491645846e-02 8.792900335336956621e-09
2.664184570312500000e+00 2.588727849983103388e-02 8.660234959848173227e-09
2.667236328125000000e+00 2.582734569148808362e-02 8.529755492104527070e-09
2.670288085937500000e+00 2.576761848657962983e-02 8.401422834667635150e-09
2.673339843750000000e+00 2.570809597642156191e-02 8.275198645311362554e-09
2.676391601562500000e+00 2.564877725693210514e-02 8.151045321338373816e-09
2.679443359375000000e+00 2.558966142861024418e-02 8.028925984245198628e-09
2.682495117187500000e+00 2.553074759651400780e-02 7.908804464727910687e-09
2.685546875000000000e+00 2.547203487023909710e-02 7.790645288020354635e-09
2.688598632812500000e+00 2.541352236389700023e-02 7.674413659556670835e-09
2.691650390625000000e+00 2.535520919609370039e-02 7.560075450951118337e-09
2.694702148437500000e+00 2.529709448990789464e-02 7.447597186287006985e-09
2.697753906250000000e+00 2.523917737286953539e-02 7.336946028707931762e-09
2.700805664062500000e+00 2.518145697693826429e-02 7.228089767303993821e-09
2.703857421875000000e+00 2.512393243848189475e-02 7.120996804286287322e-09
2.706909179687500000e+00 2.506660289825485971e-02 7.015636142442434963e-09
2.709960937500000000e+00 2.500946750137681904e-02 6.911977372867310771e-09
2.713012695312500000e+00 2.495252539731114202e-02 6.809990662961780998e-09
2.716064453125000000e+00 2.489577573984348702e-02 6.709646744693700151e-09
2.719116210937500000e+00 2.483921768706047820e-02 6.610916903114951671e-09
2.722167968750000000e+00 2.478285040132822623e-02 6.513772965128254158e-09
2.725219726562500000e+00 2.472667304927110912e-02 6.418187288498607907e-09
2.728271484375000000e+00 2.467068480175046985e-02 6.324132751102929754e-09
2.731323242187500000e+00 2.461488483384331391e-02 6.231582740412918953e-09
2.734375000000000000e+00 2.455927232482120123e-02 6.140511143205545769e-09
2.737426757812500000e+00 2.450384645812897152e-02 6.050892335495822542e-09
2.740478515625000000e+00 2.444860642136375758e-02 5.962701172687066996e-09
2.743530273437500000e+00 2.439355140625384250e-02 5.875912979933229844e-09
2.746582031250000000e+00 2.433868060863763824e-02 5.790503542708608150e-09
2.749633789062500000e+00 2.428399322844278230e-02 5.706449097580378421e-09
2.752685546875000000e+00 2.422948846966514747e-02 5.623726323178858943e-09
2.755737304687500000e+00 2.417516554034805643e-02 5.542312331361414282e-09
2.758789062500000000e+00 2.412102365256142689e-02 5.462184658565299408e-09
2.761840820312500000e+00 2.406706202238111103e-02 5.383321257345276947e-09
2.764892578125000000e+00 2.401327986986807883e-02 5.305700488091659070e-09
2.767944335937500000e+00 2.395967641904786852e-02 5.229301110924806027e-09
2.770996093750000000e+00 2.390625089789006133e-02 5.154102277762084400e-09
2.774047851562500000e+00 2.385300253828767994e-02 5.080083524553179765e-09
2.777099609375000000e+00 2.379993057603687484e-02 5.007224763680199451e-09
2.780151367187500000e+00 2.374703425081639910e-02 4.935506276518625541e-09
2.783203125000000000e+00 2.369431280616745086e-02 4.864908706155653027e-09
2.786254882812500000e+00 2.364176548947329731e-02 4.795413050262218144e-09
2.789306640625000000e+00 2.358939155193922124e-02 4.727000654115450312e-09
2.792358398437500000e+00 2.353719024857230113e-02 4.659653203767895702e-09
2.795410156250000000e+00 2.348516083816152081e-02 4.593352719360475011e-09
2.798461914062500000e+00 2.343330258325765358e-02 4.528081548575814621e-09
2.801513671875000000e+00 2.338161475015345520e-02 4.463822360228780544e-09
2.804565429687500000e+00 2.333009660886384284e-02 4.400558137991326648e-09
2.807617187500000000e+00 2.327874743310611588e-02 4.338272174248417102e-09
2.810668945312500000e+00 2.322756650028033956e-02 4.276948064082308214e-09
2.813720703125000000e+00 2.317655309144964898e-02 4.216569699382176274e-09
2.816772460937500000e+00 2.312570649132081671e-02 4.157121263076431151e-09
2.819824218750000000e+00 2.307502598822479961e-02 4.098587223484925602e-09
2.822875976562500000e+00 2.302451087409730993e-02 4.040952328788400875e-09
2.825927734375000000e+00 2.297416044445958067e-02 3.984201601612577899e-09
2.828979492187500000e+00 2.292397399839912753e-02 3.928320333724412511e-09
2.832031250000000000e+00 2.287395083855060796e-02 3.873294080837922327e-09
2.835083007812500000e+00 2.282409027107676000e-02 3.819108657527362643e-09
2.838134765625000000e+00 2.277439160564947648e-02 3.765750132245139934e-09
2.841186523437500000e+00 2.272485415543081672e-02 3.713204822442399987e-09
2.844238281250000000e+00 2.267547723705425761e-02 3.661459289789845491e-09
2.847290039062500000e+00 2.262626017060594477e-02 3.610500335496722201e-09
2.850341796875000000e+00 2.257720227960598527e-02 3.560314995725787400e-09
2.853393554687500000e+00 2.252830289098997976e-02 3.510890537102102165e-09
2.856445312500000000e+00 2.247956133509039153e-02 3.462214452313672927e-09
2.859497070312500000e+00 2.243097694561825561e-02 3.414274455801924443e-09
2.862548828125000000e+00 2.238254905964476640e-02 3.367058479540040021e-09
2.865600585937500000e+00 2.233427701758308390e-02 3.320554668897211901e-09
2.868652343750000000e+00 2.228616016317012949e-02 3.274751378587074219e-09
2.871704101562500000e+00 2.223819784344851710e-02 3.229637168698336628e-09
2.874755859375000000e+00 2.219038940874860227e-02 3.185200800805936928e-09
2.877807617187500000e+00 2.214273421267048611e-02 3.141431234160947896e-09
2.880859375000000000e+00 2.209523161206620318e-02 3.098317621957475206e-09
2.883911132812500000e+00 2.204788096702204811e-02 3.055849307675068657e-09
2.886962890625000000e+00 2.200068164084082248e-02 3.014015821494805003e-09
2.890014648437500000e+00 2.195363300002427590e-02 2.972806876787563806e-09
2.893066406250000000e+00 2.190673441425568246e-02 2.932212366672974277e-09
2.896118164062500000e+00 2.185998525638226456e-02 2.892222360647433784e-09
2.899169921875000000e+00 2.181338490239806763e-02 2.852827101279834799e-09
2.902221679687500000e+00 2.176693273142655399e-02 2.814017000973417504e-09
2.905273437500000000e+00 2.172062812570352275e-02 2.775782638792440256e-09
2.908325195312500000e+00 2.167447047056002621e-02 2.738114757352246430e-09
2.911376953125000000e+00 2.162845915440536268e-02 2.701004259771354491e-09
2.914428710937500000e+00 2.158259356871016291e-02 2.664442206684343372e-09
2.917480468750000000e+00 2.153687310798957713e-02 2.628419813314114106e-09
2.920532226562500000e+00 2.149129716978656623e-02 2.592928446602368436e-09
2.923583984375000000e+00 2.144586515465521370e-02 2.557959622397024336e-09
2.926635742187500000e+00 2.140057646614410350e-02 2.523505002695374399e-09
2.929687500000000000e+00 2.135543051077994775e-02 2.489556392941843944e-09
2.932739257812500000e+00 2.131042669805112075e-02 2.456105739379125839e-09
2.935791015625000000e+00 2.126556444039134214e-02 2.423145126451630785e-09
2.938842773437500000e+00 2.122084315316343645e-02 2.390666774260119391e-09
2.941894531250000000e+00 2.117626225464317932e-02 2.358663036066472979e-09
2.944946289062500000e+00 2.113182116600326524e-02 2.327126395847490560e-09
2.947998046875000000e+00 2.108751931129727863e-02 2.296049465896788421e-09
2.951049804687500000e+00 2.104335611744384549e-02 2.265424984473656701e-09
2.954101562500000000e+00 2.099933101421072937e-02 2.235245813498030445e-09
2.957153320312500000e+00 2.095544343419920852e-02 2.205504936290526707e-09
2.960205078125000000e+00 2.091169281282831416e-02 2.176195455356597677e-09
2.963256835937500000e+00 2.086807858831933593e-02 2.147310590213987947e-09
2.966308593750000000e+00 2.082460020168032042e-02 2.118843675262480982e-09
2.969360351562500000e+00 2.078125709669061821e-02 2.090788157695078229e-09
2.972412109375000000e+00 2.073804871988565307e-02 2.063137595449834166e-09
2.975463867187500000e+00 2.069497452054158346e-02 2.035885655201379052e-09
2.978515625000000000e+00 2.065203395066017578e-02 2.009026110391436217e-09
2.981567382812500000e+00 2.060922646495378860e-02 1.982552839297438054e-09
2.984619140625000000e+00 2.056655152083029098e-02 1.956459823138464804e-09
2.987670898437500000e+00 2.052400857837819240e-02 1.930741144217813801e-09
2.990722656250000000e+00 2.048159710035180048e-02 1.905390984101314914e-09
2.993774414062500000e+00 2.043931655215642032e-02 1.880403621830811501e-09
2.996826171875000000e+00 2.039716640183380711e-02 1.855773432171956952e-09
2.999877929687500000e+00 2.035514612004744525e-02 1.831494883895675621e-09
3.002929687500000000e+00 2.031325518006804262e-02 1.807562538092629511e-09
3.005981445312500000e+00 2.027149305775919827e-02 1.783971046519926793e-09
3.009033203125000000e+00 2.022985923156293483e-02 1.760715149979550028e-09
3.012084960937500000e+00 2.018835318248550503e-02 1.737789676727702732e-09
3.015136718750000000e+00 2.014697439408315305e-02 1.715189540914577793e-09
3.018188476562500000e+00 2.010572235244800082e-02 1.692909741053833042e-09
3.021240234375000000e+00 2.006459654619398986e-02 1.670945358521232380e-09
3.024291992187500000e+00 2.002359646644296873e-02 1.649291556081828783e-09
3.027343750000000000e+00 1.998272160681079795e-02 1.627943576445143846e-09
3.030395507812500000e+00 1.994197146339346874e-02 1.606896740847721429e-09
3.033447265625000000e+00 1.990134553475348886e-02 1.586146447662557009e-09
3.036499023437500000e+00 1.986084332190614712e-02 1.565688171034839460e-09
3.039550781250000000e+00 1.982046432830594090e-02 1.545517459543458249e-09
3.042602539062500000e+00 1.978020805983314936e-02 1.525629934887815960e-09
3.045654296875000000e+00 1.974007402478031650e-02 1.506021290599339807e-09
3.048706054687500000e+00 1.970006173383893888e-02 1.486687290777296127e-09
3.051757812500000000e+00 1.966017070008625398e-02 1.467623768848372254e-09
3.054809570312500000e+00 1.962040043897190014e-02 1.448826626349517676e-09
3.057861328125000000e+00 1.958075046830494437e-02 1.430291831733674729e-09
3.060913085937500000e+00 1.954122030824074693e-02 1.412015419197838208e-09
3.063964843750000000e+00 1.950180948126800651e-02 1.393993487533070822e-09
3.067016601562500000e+00 1.946251751219585033e-02 1.376222198995986482e-09
3.070068359375000000e+00 1.942334392814102501e-02 1.358697778201315101e-09
3.073120117187500000e+00 1.938428825851513590e-02 1.341416511035116520e-09
3.076171875000000000e+00 1.934535003501195588e-02 1.324374743588218786e-09
3.079223632812500000e+00 1.930652879159481389e-02 1.307568881109491605e-09
3.082275390625000000e+00 1.926782406448410492e-02 1.290995386978568675e-09
3.085327148437500000e+00 1.922923539214472718e-02 1.274650781697616049e-09
3.088378906250000000e+00 1.919076231527378981e-02 1.258531641901801822e-09
3.091430664062500000e+00 1.915240437678824084e-02 1.242634599388062223e-09
3.094482421875000000e+00 1.911416112181259924e-02 1.226956340161816485e-09
3.097534179687500000e+00 1.907603209766683613e-02 1.211493603501302950e-09
3.100585937500000000e+00 1.903801685385419357e-02 1.196243181039127547e-09
3.103637695312500000e+00 1.900011494204917675e-02 1.181201915860782308e-09
3.106689453125000000e+00 1.896232591608559837e-02 1.166366701619690113e-09
3.109741210937500000e+00 1.892464933194464710e-02 1.151734481668550075e-09
3.112792968750000000e+00 1.888708474774305340e-02 1.137302248206590423e-09
3.115844726562500000e+00 1.884963172372135926e-02 1.123067041442486746e-09
3.118896484375000000e+00 1.881228982223216717e-02 1.109025948772551235e-09
3.121948242187500000e+00 1.877505860772857998e-02 1.095176103974008859e-09
3.125000000000000000e+00 1.873793764675256435e-02 1.081514686412958081e-09
3.128051757812500000e+00 1.870092650792351888e-02 1.068038920266800605e-09
3.131103515625000000e+00 1.866402476192678683e-02 1.054746073760831425e-09
3.134155273437500000e+00 1.862723198150238041e-02 1.041633458418715795e-09
3.137207031250000000e+00 1.859054774143357666e-02 1.028698428326601224e-09
3.140258789062500000e+00 1.855397161853578752e-02 1.015938379410574391e-09
3.143310546875000000e+00 1.851750319164534309e-02 1.003350748727222450e-09
3.146362304687500000e+00 1.848114204160840324e-02 9.909330137670505899e-10
3.149414062500000000e+00 1.844488775126991095e-02 9.786826917704797691e-10
3.152465820312500000e+00 1.840873990546264619e-02 9.665973390562281681e-10
3.155517578125000000e+00 1.837269809099633527e-02 9.546745503617940920e-10
3.158569335937500000e+00 1.833676189664674994e-02 9.429119581958273168e-10
3.161621093750000000e+00 1.830093091314498668e-02 9.313072322021731959e-10
3.164672851562500000e+00 1.826520473316671847e-02 9.198580785353260690e-10
3.167724609375000000e+00 1.822958295132156778e-02 9.085622392471335669e-10
3.170776367187500000e+00 1.819406516414249705e-02 8.974174916844758468e-10
3.173828125000000000e+00 1.815865097007529280e-02 8.864216478977525619e-10
3.176879882812500000e+00 1.812333996946808787e-02 8.755725540599440938e-10
3.179931640625000000e+00 1.808813176456097738e-02 8.648680898960719977e-10
3.182983398437500000e+00 1.805302595947565550e-02 8.543061681228365592e-10
3.186035156250000000e+00 1.801802216020514588e-02 8.438847338982515539e-10
3.189086914062500000e+00 1.798311997460357026e-02 8.336017642810869900e-10
3.192138671875000000e+00 1.794831901237600377e-02 8.234552676999199679e-10
3.195190429687500000e+00 1.791361888506836156e-02 8.134432834316343202e-10
3.198242187500000000e+00 1.787901920605731998e-02 8.035638810891633748e-10
3.201293945312500000e+00 1.784451959054041137e-02 7.938151601183347034e-10
3.204345703125000000e+00 1.781011965552605630e-02 7.841952493036101631e-10
3.207397460937500000e+00 1.777581901982367568e-02 7.747023062825758549e-10
3.210449218750000000e+00 1.774161730403394158e-02 7.653345170690121164e-10
3.213500976562500000e+00 1.770751413053893095e-02 7.560900955843702545e-10
3.216552734375000000e+00 1.767350912349256037e-02 7.469672831975360766e-10
3.219604492187500000e+00 1.763960190881085077e-02 7.379643482726621555e-10
3.222656250000000000e+00 1.760579211416237952e-02 7.290795857249844549e-10
3.225708007812500000e+00 1.757207936895880188e-02 7.203113165844224144e-10
3.228759765625000000e+00 1.753846330434527534e-02 7.116578875668397607e-10
3.231811523437500000e+00 1.750494355319119621e-02 7.031176706528382461e-10
3.234863281250000000e+00 1.747151975008071068e-02 6.946890626739023346e-10
3.237915039062500000e+00 1.743819153130349645e-02 6.863704849057949521e-10
3.240966796875000000e+00 1.740495853484551672e-02 6.781603826690586163e-10
3.244018554687500000e+00 1.737182040037977063e-02 6.700572249364664333e-10
3.247070312500000000e+00 1.733877676925722408e-02 6.620595039473531696e-10
3.250122070312500000e+00 1.730582728449769556e-02 6.541657348286204311e-10
3.253173828125000000e+00 1.727297159078083552e-02 6.463744552223583555e-10
3.256225585937500000e+00 1.724020933443715792e-02 6.386842249199251050e-10
3.259277343750000000e+00 1.720754016343911674e-02 6.310936255023731078e-10
3.262329101562500000e+00 1.717496372739220345e-02 6.236012599871196871e-10
3.265380859375000000e+00 1.714247967752622129e-02 6.162057524807218688e-10
3.268432617187500000e+00 1.711008766668639658e-02 6.089057478376555896e-10
3.271484375000000000e+00 1.707778734932478490e-02 6.016999113249981843e-10
3.274536132812500000e+00 1.704557838149153848e-02 5.945869282928875903e-10
3.277587890625000000e+00 1.701346042082630891e-02 5.875655038506623203e-10
3.280639648437500000e+00 1.698143312654971579e-02 5.806343625485808703e-10
3.283691406250000000e+00 1.694949615945482227e-02 5.737922480650103430e-10
3.286743164062500000e+00 1.691764918189865574e-02 5.670379228989834730e-10
3.289794921875000000e+00 1.688589185779384994e-02 5.603701680680458865e-10
3.292846679687500000e+00 1.685422385260024539e-02 5.537877828112559709e-10
3.295898437500000000e+00 1.682264483331658358e-02 5.472895842972998242e-10
3.298950195312500000e+00 1.679115446847229479e-02 5.408744073375732158e-10
3.302001953125000000e+00 1.675975242811920604e-02 5.345411041041741059e-10
3.305053710937500000e+00 1.672843838382347473e-02 5.282885438527075980e-10
3.308105468750000000e+00 1.669721200865740413e-02 5.221156126498080954e-10
3.311157226562500000e+00 1.666607297719140818e-02 5.160212131053133151e-10
3.314208984375000000e+00 1.663502096548597278e-02 5.100042641089779720e-10
3.317260742187500000e+00 1.660405565108373505e-02 5.040637005716704721e-10
3.320312500000000000e+00 1.657317671300149661e-02 4.981984731709548000e-10
3.323364257812500000e+00 1.654238383172238966e-02 4.924075481009893586e-10
3.326416015625000000e+00 1.651167668918802553e-02 4.866899068266542533e-10
3.329467773437500000e+00 1.648105496879074747e-02 4.810445458418451875e-10
3.332519531250000000e+00 1.645051835536583476e-02 4.754704764318447387e-10
3.335571289062500000e+00 1.642006653518388384e-02 4.699667244397028756e-10
3.338623046875000000e+00 1.638969919594305755e-02 4.645323300365565605e-10
3.341674804687500000e+00 1.635941602676162232e-02 4.591663474958260895e-10
3.344726562500000000e+00 1.632921671817027381e-02 4.538678449711922676e-10
3.347778320312500000e+00 1.629910096210469492e-02 4.486359042783184900e-10
3.350830078125000000e+00 1.626906845189805134e-02 4.434696206802294257e-10
3.353881835937500000e+00 1.623911888227355660e-02 4.383681026762877829e-10
3.356933593750000000e+00 1.620925194933718963e-02 4.333304717947125958e-10
3.359985351562500000e+00 1.617946735057021468e-02 4.283558623885568841e-10
3.363037109375000000e+00 1.614976478482201341e-02 4.234434214351045673e-10
3.366088867187500000e+00 1.612014395230276093e-02 4.185923083386105326e-10
3.369140625000000000e+00 1.609060455457623703e-02 4.138016947363333989e-10
3.372192382812500000e+00 1.606114629455268270e-02 4.090707643077935609e-10
3.375244140625000000e+00 1.603176887648167723e-02 4.043987125872158274e-10
3.378295898437500000e+00 1.600247200594502248e-02 3.997847467790793630e-10
3.381347656250000000e+00 1.597325538984972065e-02 3.952280855767315078e-10
3.384399414062500000e+00 1.594411873642101810e-02 3.907279589840171343e-10
3.387451171875000000e+00 1.591506175519539698e-02 3.862836081398554052e-10
3.390502929687500000e+00 1.588608415701368501e-02 3.818942851457212266e-10
3.393554687500000000e+00 1.585718565401419283e-02 3.775592528959871445e-10
3.396606445312500000e+00 1.582836595962581680e-02 3.732777849110520119e-10
3.399658203125000000e+00 1.579962478856136027e-02 3.690491651732394704e-10
3.402709960937500000e+00 1.577096185681067797e-02 3.648726879653852863e-10
3.405761718750000000e+00 1.574237688163400081e-02 3.607476577120952902e-10
3.408813476562500000e+00 1.571386958155528146e-02 3.566733888236054204e-10
3.411865234375000000e+00 1.568543967635553302e-02 3.526492055422084048e-10
3.414916992187500000e+00 1.565708688706623705e-02 3.486744417912028257e-10
3.417968750000000000e+00 1.562881093596276902e-02 3.447484410263148869e-10
3.421020507812500000e+00 1.560061154655795028e-02 3.408705560895600009e-10
3.424072265625000000e+00 1.557248844359547697e-02 3.370401490654854678e-10
3.427124023437500000e+00 1.554444135304355358e-02 3.332565911397707740e-10
3.430175781250000000e+00 1.551647000208842588e-02 3.295192624601304509e-10
3.433227539062500000e+00 1.548857411912806306e-02 3.258275519994870799e-10
3.436279296875000000e+00 1.546075343376579307e-02 3.221808574213764439e-10
3.439331054687500000e+00 1.543300767680404716e-02 3.185785849475362804e-10
3.442382812500000000e+00 1.540533658023807845e-02 3.150201492276538211e-10
3.445434570312500000e+00 1.537773987724973951e-02 3.115049732112245035e-10
3.448486328125000000e+00 1.535021730220132059e-02 3.080324880214907306e-10
3.451538085937500000e+00 1.532276859062938618e-02 3.046021328314228890e-10
3.454589843750000000e+00 1.529539347923867566e-02 3.012133547417113455e-10
3.457641601562500000e+00 1.526809170589601104e-02 2.978656086607249632e-10
3.460693359375000000e+00 1.524086300962430689e-02 2.945583571864142146e-10
3.463745117187500000e+00 1.521370713059649361e-02 2.912910704901191375e-10
3.466796875000000000e+00 1.518662381012960728e-02 2.880632262022467708e-10
3.469848632812500000e+00 1.515961279067883256e-02 2.848743092997962006e-10
3.472900390625000000e+00 1.513267381583159946e-02 2.817238119956877403e-10
3.475952148437500000e+00 1.510580663030173555e-02 2.786112336298725641e-10
3.479003906250000000e+00 1.507901097992365644e-02 2.755360805621908975e-10
3.482055664062500000e+00 1.505228661164646591e-02 2.724978660669449533e-10
3.485107421875000000e+00 1.502563327352832330e-02 2.694961102291692417e-10
3.488159179687500000e+00 1.499905071473065475e-02 2.665303398425522953e-10
3.491210937500000000e+00 1.497253868551246501e-02 2.636000883089957981e-10
3.494262695312500000e+00 1.494609693722462676e-02 2.607048955397747219e-10
3.497314453125000000e+00 1.491972522230436068e-02 2.578443078582764997e-10
3.500366210937500000e+00 1.489342329426951959e-02 2.550178779042914726e-10
3.503417968750000000e+00 1.486719090771312229e-02 2.522251645398255038e-10
3.506469726562500000e+00 1.484102781829774349e-02 2.494657327564086524e-10
3.509521484375000000e+00 1.481493378275008412e-02 2.467391535838840871e-10
3.512573242187500000e+00 1.478890855885544101e-02 2.440450040006361388e-10
3.515625000000000000e+00 1.476295190545229633e-02 2.413828668452469975e-10
3.518676757812500000e+00 1.473706358242695552e-02 2.387523307295552222e-10
3.521728515625000000e+00 1.471124335070807948e-02 2.361529899530838026e-10
3.524780273437500000e+00 1.468549097226143178e-02 2.335844444188252635e-10
3.527832031250000000e+00 1.465980621008453749e-02 2.310462995503570295e-10
3.530883789062500000e+00 1.463418882820139225e-02 2.285381662102622107e-10
3.533935546875000000e+00 1.460863859165720084e-02 2.260596606198390582e-10
3.536987304687500000e+00 1.458315526651319735e-02 2.236104042800729813e-10
3.540039062500000000e+00 1.455773861984144095e-02 2.211900238938525149e-10
3.543090820312500000e+00 1.453238841971964991e-02 2.187981512894062064e-10
3.546142578125000000e+00 1.450710443522603733e-02 2.164344233449428424e-10
3.549194335937500000e+00 1.448188643643429432e-02 2.140984819144742085e-10
3.552246093750000000e+00 1.445673419440846562e-02 2.117899737547992105e-10
3.555297851562500000e+00 1.443164748119790154e-02 2.095085504536292717e-10
3.558349609375000000e+00 1.440662606983228108e-02 2.072538683588401959e-10
3.561401367187500000e+00 1.438166973431658814e-02 2.050255885088270751e-10
3.564453125000000000e+00 1.435677824962619184e-02 2.028233765639482843e-10
3.567504882812500000e+00 1.433195139170191298e-02 2.006469027390365389e-10
3.570556640625000000e+00 1.430718893744511305e-02 1.984958417369603166e-10
3.573608398437500000e+00 1.428249066471285432e-02 1.963698726832221764e-10
3.576660156250000000e+00 1.425785635231299753e-02 1.942686790615676071e-10
3.579711914062500000e+00 1.423328577999947650e-02 1.921919486506029852e-10
3.582763671875000000e+00 1.420877872846743918e-02 1.901393734613873567e-10
3.585815429687500000e+00 1.418433497934852919e-02 1.881106496759964148e-10
3.588867187500000000e+00 1.415995431520612746e-02 1.861054775870373732e-10
3.591918945312500000e+00 1.413563651953068760e-02 1.841235615380971319e-10
3.594970703125000000e+00 1.411138137673501221e-02 1.821646098651132146e-10
3.598022460937500000e+00 1.408718867214964546e-02 1.802283348386480908e-10
3.601074218750000000e+00 1.406305819201822058e-02 1.783144526070537254e-10
3.604125976562500000e+00 1.403898972349287150e-02 1.764226831405119050e-10
3.607177734375000000e+00 1.401498305462968094e-02 1.745527501759367201e-10
3.610229492187500000e+00 1.399103797438408688e-02 1.727043811627215720e-10
3.613281250000000000e+00 1.396715427260643988e-02 1.708773072093242434e-10
3.616333007812500000e+00 1.394333174003745297e-02 1.690712630306660955e-10
3.619384765625000000e+00 1.391957016830371735e-02 1.672859868963406095e-10
3.622436523437500000e+00 1.389586934991334823e-02 1.655212205796170557e-10
3.625488281250000000e+00 1.387222907825147108e-02 1.637767093072181969e-10
3.628540039062500000e+00 1.384864914757591263e-02 1.620522017098736283e-10
3.631591796875000000e+00 1.382512935301275468e-02 1.603474497736214837e-10
3.634643554687500000e+00 1.380166949055206850e-02 1.586622087918566719e-10
3.637695312500000000e+00 1.377826935704356930e-02 1.569962373181096170e-10
3.640747070312500000e+00 1.375492875019228289e-02 1.553492971195415700e-10
3.643798828125000000e+00 1.373164746855437025e-02 1.537211531311508562e-10
3.646850585937500000e+00 1.370842531153278199e-02 1.521115734106730232e-10
3.649902343750000000e+00 1.368526207937312798e-02 1.505203290941651457e-10
3.652954101562500000e+00 1.366215757315942213e-02 1.489471943522657810e-10
3.656005859375000000e+00 1.363911159480993285e-02 1.473919463471150931e-10
3.659057617187500000e+00 1.361612394707304927e-02 1.458543651899296886e-10
3.662109375000000000e+00 1.359319443352314215e-02 1.443342338992185458e-10
3.665161132812500000e+00 1.357032285855645261e-02 1.428313383596270299e-10
3.668212890625000000e+00 1.354750902738703980e-02 1.413454672814080163e-10
3.671264648437500000e+00 1.352475274604272339e-02 1.398764121604986645e-10
3.674316406250000000e+00 1.350205382136100349e-02 1.384239672392014216e-10
3.677368164062500000e+00 1.347941206098514193e-02 1.369879294674570285e-10
3.680419921875000000e+00 1.345682727336010819e-02 1.355680984646983106e-10
3.683471679687500000e+00 1.343429926772862944e-02 1.341642764822786525e-10
3.686523437500000000e+00 1.341182785412725793e-02 1.327762683664619463e-10
3.689575195312500000e+00 1.338941284338245399e-02 1.314038815219711721e-10
3.692626953125000000e+00 1.336705404710667594e-02 1.300469258760790663e-10
3.695678710937500000e+00 1.334475127769453769e-02 1.287052138432388087e-10
3.698730468750000000e+00 1.332250434831890561e-02 1.273785602902428132e-10
3.701782226562500000e+00 1.330031307292711858e-02 1.260667825019012984e-10
3.704833984375000000e+00 1.327817726623712474e-02 1.247697001472333481e-10
3.707885742187500000e+00 1.325609674373375013e-02 1.234871352461627323e-10
3.710937500000000000e+00 1.323407132166490828e-02 1.222189121367092621e-10
3.713989257812500000e+00 1.321210081703783415e-02 1.209648574426679738e-10
3.717041015625000000e+00 1.319018504761538223e-02 1.197248000417688273e-10
3.720092773437500000e+00 1.316832383191231075e-02 1.184985710343099398e-10
3.723144531250000000e+00 1.314651698919162837e-02 1.172860037122560829e-10
3.726196289062500000e+00 1.312476433946088879e-02 1.160869335287945840e-10
3.729248046875000000e+00 1.310306570346856866e-02 1.149011980683433865e-10
3.732299804687500000e+00 1.308142090270046458e-02 1.137286370170011460e-10
3.735351562500000000e+00 1.305982975937605185e-02 1.125690921334355270e-10
3.738403320312500000e+00 1.303829209644493357e-02 1.114224072202012321e-10
3.741455078125000000e+00 1.301680773758327574e-02 1.102884280954810947e-10
3.744506835937500000e+00 1.299537650719025626e-02 1.091670025652429607e-10
3.747558593750000000e+00 1.297399823038455913e-02 1.080579803958082075e-10
3.750610351562500000e+00 1.295267273300084419e-02 1.069612132868221314e-10
3.753662109375000000e+00 1.293139984158629338e-02 1.058765548446228676e-10
3.756713867187500000e+00 1.291017938339714469e-02 1.048038605560016186e-10
3.759765625000000000e+00 1.288901118639522274e-02 1.037429877623467203e-10
3.762817382812500000e+00 1.286789507924456476e-02 1.026937956341676290e-10
3.765869140625000000e+00 1.284683089130793203e-02 1.016561451459908046e-10
3.768920898437500000e+00 1.282581845264352781e-02 1.006298990516254849e-10
3.771972656250000000e+00 1.280485759400154348e-02 9.961492185978809448e-11
3.775024414062500000e+00 1.278394814682086260e-02 9.861107981008460373e-11
3.778076171875000000e+00 1.276308994322569203e-02 9.761824084934197010e-11
